,Service,Relational Database Service($),Tax($),Savings Plans for  Compute usage($),EC2-Other($),Support (Business)($),VPC($),OpenSearch Service($),CloudWatch($),EC2-Instances($),ElastiCache($),S3($),DocumentDB (with MongoDB compatibility)($),Managed Streaming for Apache Kafka($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Glacier($),SES($),EC2 Container Registry (ECR)($),Elastic Container Service for Kubernetes($),Elastic Load Balancing($),CloudTrail($),Key Management Service($),CloudFront($),SageMaker($),Rekognition($),DynamoDB($),Cost Explorer($),Lambda($),Secrets Manager($),SQS($),SNS($),Route 53($),Service Catalog($),Glue($),Athena($),Direct Connect($),Config($),AppFlow($),Systems Manager($),Simple Workflow Service($),Step Functions($),CloudShell($),Elastic File System($),CodeArtifact($),Backup($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
120,2023-07-29,361.4040727239,,129.456,82.2203969543,,29.559189865,55.9844748383,25.7668110515,25.3306703581,17.2980001872,13.3592053618,13.4119613844,,9.12,1.9104727045,2.5264383098,0.1277687352,2.232,2.4884759951,0.16688199,0.83879295,1.1129992548,,0.0918375,0.0991008,,0.0583710753,0.00192045,0.01393173,0.0080706447,,0.022134,0.00082863,,,,,,5.88e-07,3.549e-07,,,,,,,,774.6108084368
121,2023-07-30,363.1048065789,,129.456,83.1870500734,,31.9247257533,55.9844614352,24.0548889127,25.3306704141,17.2980001878,13.6787837248,13.4127163911,,9.12,1.9104727049,2.4470270872,0.1277687352,2.232,2.4833017878,0.16854018,0.83988105,1.9421270106,,0.0465,0.0991008,,0.0570035853,0.00166935,0.0135522317,0.0074488277,,0.033201,0.00082146,,,,,,8.82e-07,3.211e-07,,,,,,,,778.9625204848
122,2023-07-31,365.0649565915,,129.456,83.4792812316,,29.7630682993,55.9844695348,24.5182965662,25.4598783978,17.298000189,13.8157097566,13.4121332594,,9.12,1.9104728239,3.0896741536,0.1281242799,2.232,2.5387753298,0.18170619,0.82884102,1.2815651212,2.7246239059,0.1150875,0.0991008,,0.0578134337,0.00108345,0.0114028158,0.0077161218,,0.044268,0.00049503,,,,,,8.82e-07,2.028e-07,,,,,,,,782.6245448866
123,2023-08-01,323.6717887693,4110.41,129.456,73.8940946738,1886.743375406,30.1924325723,55.9844690922,27.0623017911,0.8003599466,17.2980001878,14.1288124541,13.4120937786,,9.12,1.9104727779,2.7908029431,0.1297128381,2.232,2.6363528395,0.17515806,0.84092172,0.2186655534,0.0382437485,0.18135,0.0,,0.0230387,0.0003255,0.027474482,0.0080497673,,0.0,8.184e-05,,,,,,6.022e-07,5.07e-08,,,,,,,-132.07,6571.3163800945
124,2023-08-02,289.4099497457,,129.456,65.9250838734,,30.3916536047,55.9844926001,32.9690372811,0.8003588331,17.2980001884,13.3485479439,13.412185149,,9.12,1.9104725132,3.4474451138,0.1306264228,2.232,2.6387470003,0.06908877,0.63370284,0.2356334943,0.03826264,0.1732125,0.082584,,0.0343155554,0.00059985,0.0165657069,0.0076142075,,0.0,0.00018321,,,,,,9.033e-07,1.014e-07,,,,,,,,669.7663640483
125,2023-08-03,291.4307994917,,129.456,66.4037955971,,30.6689079252,55.9844925726,34.4890294388,0.8003592155,17.2980001848,15.1784105534,13.4123285458,,9.12,1.91047388,3.3413253214,0.130753452,2.232,2.6883024975,0.25169241,1.06767339,1.4094601348,0.038262161,0.22785,0.0991008,,0.0237614616,0.0005859,0.016523224,0.0077909465,,0.0,0.00013485,,,,,,9.033e-07,8.45e-08,,,,,,,,677.6878149415
126,2023-08-04,293.2383730905,,129.456,66.8339210894,,30.4532568159,55.9846970958,33.6244574614,0.8003585148,17.2980001836,13.1712168791,13.4123647402,,9.12,1.9104745002,3.2391522257,0.1307546684,2.232,2.6288483819,0.06052998,0.49319565,1.130636147,0.0382622845,0.244125,0.0991008,,0.027100858,0.0001116,0.017467782,0.0081456048,,0.0,9.672e-05,,,,,,5.994e-07,4.813e-07,,,,,,,,675.6526491539
127,2023-08-05,294.7389069716,,129.456,67.2133358909,,30.0061555543,55.9847809058,31.4653904434,-0.0,17.2980001806,12.810165271,13.4122448706,,9.12,1.9104720613,2.9188693209,0.1307592977,2.232,2.5503639053,0.05102724,0.50538516,1.0709483306,,0.165075,0.0991008,,0.0080146166,0.00016275,0.018975548,0.0075852236,,0.0,0.00014787,,,,,,8.991e-07,7.056e-07,,,,,,,,673.1738688169
128,2023-08-06,296.7491561259,,129.456,65.6048270584,,29.6228119441,55.9847848396,31.1849067633,-0.0,17.2980001824,12.4389956507,13.4122491437,,9.12,1.9104721063,2.4377678283,0.1307607072,2.232,2.4663713101,0.01736496,0.48711624,1.1125748631,,0.04185,0.0991008,,0.0102263308,0.0001209,0.019841514,0.0075027396,,0.0,7.44e-05,,,,,,8.991e-07,4.66e-07,,,,,,,,671.8448777726
129,2023-08-07,298.3169310804,,129.456,64.9391182369,,30.6971317045,55.9847764232,32.6043051775,0.30783,17.2980001824,13.6769265458,13.4122600225,,9.12,1.910472648,2.9127847823,0.1308388132,2.232,2.6111828331,0.16003161,0.78918117,1.1171337008,0.038207544,0.2173875,0.0991008,,0.0110668401,0.0001209,0.016383674,0.0083130997,,,5.673e-05,,,,,,2.997e-07,2.292e-07,,,,,,,,678.0675425473
130,2023-08-08,299.9314033114,,129.456,65.4912154646,,30.7627503373,55.9847783759,32.7104730762,-0.0,17.2980001818,14.6565334583,13.4125811546,,9.12,1.9104724224,3.2700036625,0.1309141728,2.232,2.6220741151,0.21076497,0.97414143,1.3919128548,0.0382621956,0.14415,0.0991008,,0.0064533187,0.00012555,0.016497925,0.007432107,,0.0,8.277e-05,,,,,,8.991e-07,6.906e-07,,,,,,,,681.8781252437
131,2023-08-09,301.614138137,,129.456,66.9457263288,,31.1065048371,55.9846989586,32.6846565391,-0.0,17.2980001806,13.5985444241,13.4119155238,,9.12,1.9104721968,3.4166339271,0.1311369767,2.232,2.7243843437,0.13305324,0.6821205,1.5715376777,0.0382625795,0.2080875,0.0991008,,0.007388048,0.0001674,0.016647194,0.0078238708,,0.0,0.00014229,,,,,,1.1718e-06,7.056e-07,,,,,,,,684.3991453508
132,2023-08-10,302.9408209861,,129.456,67.9928892727,,30.7907117697,55.9846859216,32.2463951395,0.0,17.2980001818,13.362361139,13.4122053734,,9.12,1.910473415,3.1512677638,0.1313084448,2.232,2.6831471227,0.1166127,0.6711279,1.904866916,0.038262719,0.206925,0.0991008,,0.0069438369,0.00019065,0.016710806,0.0094536145,,0.0,0.00011811,,,,,,8.82e-07,7.056e-07,,,,,,,,685.7825811701
133,2023-08-11,303.1876113376,,129.456,69.1438683736,,31.0117009537,55.984692982,33.272983746,-0.0,17.29800018,13.5947853282,13.4125784948,,9.12,1.9104735053,3.3238040836,0.1326631705,2.232,2.7362633028,0.11798631,0.72922407,3.2872105317,0.038250536,0.2034375,0.0991008,,0.0068992721,0.00013485,0.0172118512,0.0117039307,,0.0,0.00013113,,,,,,8.82e-07,6.966e-07,,,,,,,,690.3287178184
134,2023-08-12,303.6234457029,,129.456,69.9648333967,,30.5044566713,55.9847326432,32.1954774554,0.0,17.298000172,12.8864583668,13.4119989966,,9.12,1.9104727383,2.4424394652,0.1337485224,2.232,2.4620203236,0.10171689,0.59532639,1.6697418754,0.0402467831,0.039525,0.0991008,,0.0072541039,0.00012555,0.019933345,0.0071211678,,0.0,9.858e-05,,,,,,5.88e-07,6.966e-07,,,,,,,,686.2062762242
135,2023-08-13,304.1492009354,,129.456,70.8991977659,,29.6007472347,55.9847384031,32.2910800004,-0.0,17.2980001702,13.4247567553,13.4123032263,,9.12,1.9104729186,2.4020500766,0.1337485224,2.232,2.37923171,0.16734699,0.81239955,0.8520655625,0.0768,0.0523125,0.0991008,,0.0079132356,0.00011625,0.0202216256,0.0071929792,,0.0,7.998e-05,,,,,,8.82e-07,6.876e-07,,,,,,,,686.7890787614
136,2023-08-14,304.3989670304,,129.456,72.0647220965,,30.7713743774,55.9847340299,33.4138562415,-0.0,17.298000177,13.2426417246,13.4126313702,,9.12,1.9104728738,2.9866334125,0.1343365131,2.232,2.542635912,0.14162412,0.70897704,2.1117342651,0.0496085822,0.12555,0.0991008,,0.0065255873,9.765e-05,0.0169182268,0.0087290962,,,7.812e-05,,,,,,5.88e-07,4.57e-07,,,,,,,,692.2379502915
137,2023-08-15,304.6422171997,,129.456,72.6651825889,,29.5252546589,55.9847364419,31.623990887,-0.0,17.2980001752,12.435188678,13.4120241052,,9.12,1.9104729639,2.4327774589,0.1348658016,2.232,2.4021868703,0.07193271,0.55962276,0.8710733069,0.0382502382,0.0360375,0.0991008,,0.0075276416,8.835e-05,0.0207583828,0.0099220321,,0.0,3.348e-05,,,,,,2.941e-07,6.876e-07,,,,,,,,686.9892460128
138,2023-08-16,305.1043760334,,129.456,73.2118504261,,30.5811580816,55.9847421533,32.8369741501,-0.0,17.298000174,13.6938650527,13.4125480736,,9.12,1.9104736403,2.7196402597,0.1348658016,2.232,2.5986699697,0.22895856,0.88761237,2.4226099762,0.0382616213,0.141825,0.0991008,,0.0066001381,9.3e-05,0.0188128228,0.0082546048,,0.0,5.766e-05,,,,,,5.88e-07,4.6e-07,,,,,,,,694.1473514173
139,2023-08-17,305.415605092,,129.456,73.295608873,,30.6490657291,55.9847389263,33.2263692532,-0.0,17.298000171,12.7109601449,13.4122263968,,9.12,1.9104720162,3.4020076159,0.1349844557,2.232,2.5585435883,0.15310776,0.7099926,1.3774866402,0.0382625377,0.14037234,0.0991008,,0.006633619,8.835e-05,0.0157471514,0.0072424012,,0.0,6.603e-05,,,,,,5.88e-07,4.57e-07,,,,,,,,693.3546835369
140,2023-08-18,305.5477256323,,129.456,73.4130704031,,30.5645183859,55.9847349021,32.9024521129,-0.0,17.2980001728,12.6051475965,13.4121887454,,9.12,1.9104713846,3.250547355,0.1352588858,2.232,2.635465967,0.1268892,0.71717685,2.4394941057,0.0382626587,0.26505,0.0991008,,0.0069348546,0.00012555,0.0151184908,0.0071596765,,0.001302,6.789e-05,,,,,,5.88e-07,4.57e-07,,,,,,,,694.1842646647
141,2023-08-19,305.9059293103,,129.456,73.5010098946,,30.9734806352,55.9847311775,32.6303961789,0.0,17.2980001722,11.7847626071,13.4121727636,,9.1,1.9104712945,3.2227346998,0.135259944,2.232,2.5994954305,0.07600332,0.51342315,2.6535258952,,0.2127375,0.0991008,,0.0068553852,0.00011625,0.0173758256,0.0069389089,,0.001302,0.00013392,,,,,,1.176e-06,9.168e-07,,,,,,,,693.7339591559
142,2023-08-20,305.9395485538,,129.456,73.3171670424,,29.6028260201,55.9847207304,31.784680744,0.0,17.298000171,13.0052134752,13.412536665,,9.12,1.9104713394,2.3996255898,0.135259944,2.232,2.3745790285,0.19094388,0.91511898,0.9553954803,,0.05115,0.0991008,,0.0075944478,0.0001023,0.0194043416,0.006922965,,0.001302,0.0001116,,,,,,1.176e-06,6.876e-07,,,,,,,,690.2197779619
143,2023-08-21,305.911326357,,129.456,73.5130848623,,31.0282789908,55.9847263678,33.2131084253,0.0,17.2980001728,11.5197627848,13.4121552333,,9.1,1.9104707542,3.0596136919,0.135259944,2.232,2.7200937565,0.06612393,0.54834279,3.0129752417,0.0382614649,0.332475,0.0991008,,0.006696251,0.0002232,0.0148135672,0.0068272487,,0.001302,0.00012648,,,,,,8.82e-07,9.288e-07,,,,,,,,694.621151125
144,2023-08-22,305.7364769881,,129.456,73.8161551998,,31.3329773789,55.9847244565,34.0965550636,0.0,17.2980001734,12.7768173947,13.412304376,,9.12,1.9104706194,3.6048737957,0.135259944,2.232,2.7373082775,0.17374818,0.87732843,2.6069870845,0.0382047191,0.3382875,0.0991008,,0.0085088972,0.0002046,0.0145551048,0.0067908837,,0.001302,0.00011067,,,,,,8.82e-07,7.116e-07,,,,,,,,697.8150541305
145,2023-08-23,305.801971646,,129.456,74.022863268,,31.6413410055,55.9845995243,34.7928520452,-0.0,17.2980001752,12.3979712789,13.4122878298,,9.12,1.9104706644,4.0314679463,0.1354208238,2.232,2.8335678805,0.15530256,0.70841346,2.983503217,0.0382644196,0.4568625,0.0991008,,0.0082828124,0.0001953,0.0146201854,0.01123658,,0.001302,0.00015252,,,,,,1.176e-06,9.378e-07,,,,,,,,699.5480525561
146,2023-08-24,305.7671274337,,129.456,74.1285180239,,32.0589577885,55.9847213855,35.4684160223,-0.0,17.2980001752,12.117260633,13.4121689806,,9.12,1.9104705742,3.9496487615,0.135550296,2.232,2.8242763922,0.15772614,0.72879162,2.0452692181,0.0382392943,0.513825,0.0991008,,0.0069733471,0.000186,0.0138880894,0.0132823257,,0.001302,0.00013326,,,,,,8.82e-07,7.056e-07,,,,,,,,699.4818351488
147,2023-08-25,305.3851674986,,129.456,74.469655322,,32.5878434654,55.9847245001,35.6728121489,0.061566,17.2980001752,12.6246185004,13.4123240933,,9.12,1.9104707094,4.1218109547,0.1355516871,2.232,2.8846890802,0.20325243,0.90567483,2.5499260453,0.0382406925,0.6126375,0.0991008,,0.0098522891,0.0002046,0.01495199,0.0127821062,,0.010416,0.0001314,,,,,,8.82e-07,7.056e-07,,,,,,,,701.814406406
148,2023-08-26,304.8571998637,,129.456,74.2666110255,,30.4015476219,55.9847323069,32.0575378616,-0.0,17.2980001758,12.5966545486,13.4124409482,,9.12,1.9104707993,2.5419183512,0.1355539656,2.232,2.5007767446,0.20419545,0.92471937,1.3312967516,,0.1023,0.0991008,,0.0070085005,0.0001674,0.018042194,0.0071235582,,0.001302,0.00010629,,,,,,8.82e-07,7.056e-07,,,,,,,,691.4668081148
149,2023-08-27,305.2624887864,,129.456,74.5290040135,,30.1724089734,55.9847275169,31.6325697249,-0.0,17.2980001776,12.6181702615,13.4120107024,,9.12,1.9104707544,2.4339379045,0.1355539656,2.232,2.4467968799,0.08240544,0.62936997,1.220020213,,0.0685875,0.0991008,,0.0066726055,0.00016275,0.0187709226,0.0070665157,,0.001302,0.0002571625,0.103695,,,,,1.176e-06,7.026e-07,,,,,,,,690.8815524189
150,2023-08-28,305.4595875188,,129.456,74.5130857584,,31.0342910766,55.9847377461,33.5562162802,0.738792,17.2980001782,12.3073118182,13.4126793616,,9.12,1.9104706644,3.6022750621,0.1362408997,2.232,2.6848701648,0.17410809,0.82663971,1.5749891876,0.0382623048,0.2883,0.0991008,,0.0071447567,0.0002139,0.0152183032,0.0097621884,,0.001302,0.00013542,,,,,,8.82e-07,9.258e-07,,,,,,,,696.4817369976
151,2023-08-29,305.3981798198,,129.456,75.1591345714,,31.4388706803,55.9847396408,26.4505967949,0.61566,17.29800018,11.758683074,13.4120068696,,9.12,1.9104707094,3.8283756642,0.1366653636,2.232,2.8233026027,0.1337061,0.66073794,2.1071727271,0.0382616151,0.50685,0.0991008,,0.0077187484,0.0001395,0.0152819152,0.0156756137,,0.001302,0.00011031,,,,,,8.82e-07,6.996e-07,,,,,,,,690.6087448218
152,2023-08-30,305.5135458355,,129.456,76.1719879938,,31.3741145884,55.9847388311,25.790146872,0.369396,17.2980001794,12.6396511305,13.4126841443,,9.12,1.9104704841,3.5096311922,0.1368269389,2.232,2.8112212386,0.21901314,0.90996306,2.7341837319,0.0382627653,0.27435,0.0991008,,0.0070465292,0.00030225,0.0163948617,0.0093714356,,0.001953,0.00010473,,,,,,8.82e-07,4.63e-07,3.6244e-06,,,,,,,692.0404667019
153,2023-08-31,305.6726068847,,129.456,77.4785797557,,32.1928767323,56.019492997,27.6235872612,-0.0,17.2980001702,12.3717930573,13.4123353404,,9.12,1.9104706194,3.7999855813,0.1368308448,2.232,2.9250017188,0.20331381,0.87228411,3.0336242414,0.0382623814,0.34875,0.0991008,,0.0078212736,0.00131595,0.0150277811,0.0087127359,,0.000651,0.00011124,,,,,,8.82e-07,6.906e-07,,,,,,,,696.2785378591
154,2023-09-01,192.3865473748,3291.05,129.456,80.9344321201,1814.579593488,32.1644912704,56.2190578701,33.2265769687,0.0,17.298000183,13.3081627017,13.4121267452,,9.12,1.9741531753,3.0713830428,0.141602971,2.232,2.8288891655,0.2227071,0.9768949416,0.4774797824,0.0395298308,0.21593484,0.0991008,,0.0091199757,0.0002511,0.015578741,0.001830219,,0.0,6.138e-05,,,,,,6.022e-07,6.936e-07,,,,,,,-127.02,5568.4415070829
155,2023-09-02,192.3477473977,,129.456,81.8514760148,,31.6206500491,56.2190386487,33.7499820243,0.0,17.2980001848,12.7582158658,13.4125467126,,9.12,1.9741529898,3.1911743397,0.141944496,2.232,2.8428048461,0.18079107,0.8434101816,0.6611774175,0.0605984608,0.2127375,0.0991008,,0.0094064893,0.0001302,0.017662288,0.0078556559,,0.0,9.207e-05,,,,,,9.033e-07,4.6e-07,,,,,,,,590.3086970658
156,2023-09-03,192.3259591765,,129.456,82.5657374598,,30.773269374,56.2190349516,32.9910385259,0.0,17.2980001854,12.1778006032,13.4139453755,,9.08,1.9741530348,2.732978053,0.141944496,2.232,2.6399896348,0.10967862,0.7831712916,2.4322470215,0.0793600008,0.0802125,0.0991008,,0.0092172395,0.00012555,0.018999231,0.008458718,,0.0,0.00011253,,,,,,9.033e-07,9.168e-07,,,,,,,,589.642536193
157,2023-09-04,192.3001726926,,129.456,83.7854282496,,32.689303917,50.9068974138,34.311679359,0.0,17.2980001884,12.9819192723,13.4126635347,,9.12,1.9741530348,3.35652133,0.142455491,2.232,3.1827000265,0.18708717,0.8753863716,5.3183945849,0.0512622021,0.3103875,0.0991008,,0.0120131315,0.00033015,0.014839899,0.0081971227,,0.0,9.3e-05,,,,,,9.033e-07,4.57e-07,,,,,,,,594.0269878018
158,2023-09-05,192.2770440631,,129.456,82.0510382297,,32.4279273901,34.9705362261,34.0255965495,-0.0,17.2980001914,13.4079886535,13.41244853,,9.12,1.9741542974,3.3292493379,0.1432329425,2.232,2.9889413777,0.18125328,0.9532078416,3.2923425795,0.0395481746,0.3499125,0.0991008,,0.0100859341,0.0004278,0.0141788382,0.0080979309,,0.0,7.161e-05,,,,,,5.88e-07,6.876e-07,,,,,,,,574.0623863534
159,2023-09-06,192.2399104166,,129.456,78.2386280109,,35.0484373587,34.9705964603,38.1233409549,-0.0,17.2980001902,13.4909846669,13.4132141144,,9.12,1.9741546129,3.8071797218,0.1539503574,2.232,3.0680868895,0.15525141,0.8648680716,5.2041761926,0.067468419,0.657975,0.0991008,,0.0095697239,0.0029202,0.0161865028,0.0109491725,,0.0,8.091e-05,,,,,,8.82e-07,4.57e-07,,,,,,,,579.7230314959
160,2023-09-07,192.1740551702,,129.456,79.1498162077,,34.5969969842,34.9706294449,39.0361404984,-0.0,17.2980001926,14.0157809036,13.4126599084,,9.12,1.974154703,6.6465456853,0.1440941057,2.232,3.0097489351,0.21960834,0.8906253516,5.1897671899,0.0793600008,0.2871375,0.0991008,,0.008543515,0.00017205,0.0173359828,0.0105003348,,0.0,7.068e-05,,,,,,5.88e-07,6.876e-07,,,,,,,,584.0388457596
161,2023-09-08,192.1045862422,,129.456,79.7674931407,,33.3288515643,34.9706080071,35.987507935,0.0,17.298000195,12.764106367,13.4122592653,,9.12,1.9741547029,4.1451804178,0.1449319248,2.232,3.0407519875,0.07371552,0.6527722716,4.0686205377,0.0793600008,0.34875,0.0991008,,0.007996084,0.00026505,0.0162121902,0.0085257044,,0.0,6.231e-05,,,,,,5.88e-07,4.57e-07,,,,,,,,575.1018132633
162,2023-09-09,192.0404762805,,129.456,79.8663067756,,33.0512149213,34.9706115827,35.0623057039,0.0,17.2980001968,14.2492195306,13.4127488902,,9.12,1.9741545674,2.9499905043,0.1449319248,2.232,2.9297761121,0.21592833,0.9909091116,5.1947712214,0.0793600008,0.137175,0.0991008,,0.0078407744,0.00010695,0.0198942268,0.0077735739,,0.0,6.138e-05,,,,,,5.88e-07,,,,,,,,,575.5106589471
163,2023-09-10,192.0118684547,,129.456,80.4117111283,,32.5175017451,34.9706267044,34.3466813496,0.0,17.2980001968,13.407517204,13.4127371721,,9.12,1.974153981,2.7149087713,0.1449319248,2.232,2.7600292495,0.04663299,0.5171196816,3.3335128469,0.0793600008,0.0744,0.0991008,,0.0068787029,9.765e-05,0.0197033908,0.0077080457,,0.0,5.115e-05,,,,,,5.88e-07,2.292e-07,,,,,,,,570.9632339575
164,2023-09-11,191.9010340686,,129.456,80.5872684182,,33.0266872028,34.9706339118,35.7633052567,0.0,17.2980001974,14.0956002786,13.4126373888,,9.12,1.9741545674,3.5440096713,0.1452206993,2.232,2.9873974447,0.17609178,0.9028288116,3.785134447,0.0793600008,0.337125,0.0991008,,0.0077642026,0.0002232,0.018942984,0.0090058099,,0.0,3.069e-05,,,,,,,2.292e-07,,,,,,,,575.9295570607
165,2023-09-12,191.8709658905,,129.456,80.0897896326,,34.6726776586,34.9707458181,36.197146943,-0.0,17.2980002004,13.3922761604,13.4125180882,,9.12,1.9741537553,3.6709312629,0.1454809563,2.232,3.0897928756,0.13188609,0.7421973516,4.1444845986,0.0793600008,0.5010375,0.0991008,,0.0085445172,0.0005766,0.0189047068,0.0083708853,,0.0,3.348e-05,,,,,,,,,,,,,,,577.3269757722
166,2023-09-13,191.7465408219,,129.456,80.0422627611,,37.7565032467,34.9706495726,38.7839978474,0.0,17.2980002046,13.4376412006,13.4129367875,7.5011201321,9.12,1.9741538453,3.9711292854,0.1457849253,2.232,3.1504883785,0.11852943,0.758007042,5.4661189569,0.0793600008,0.47895,0.0991008,,0.0083602783,0.0116916504,0.0163855228,0.0094716049,,0.0,5.673e-05,,,,,,2.941e-07,2.292e-07,,,,,,,,592.0452415484
167,2023-09-14,191.6637107471,,129.456,80.1398916011,,35.8153100727,34.9706775089,39.4946356734,0.0,17.298000207,13.5237023346,13.412829942,15.0633527732,9.12,1.9741506466,4.4450657283,0.146664971,2.232,3.1148946507,0.14105868,0.7725500724,4.6860871807,0.0793600008,0.5010375,0.0991008,0.1581,0.0081265871,0.0209885508,0.0146114354,0.0105589929,,0.0,0.00017019,,,,,,1.07e-06,9.495e-07,,,,,,,,598.3626388662
168,2023-09-15,191.6392956456,,129.456,79.3015727902,,32.5235333099,34.9706762762,34.6058508994,-0.0,17.2980002082,12.4114319001,13.4125873606,15.0636087068,9.12,1.974149295,3.1141609232,0.1636396905,2.232,2.8380220055,0.03118941,0.6436867956,3.0657597489,0.0793600008,0.2708625,0.0991008,0.279,0.007663468,0.0212257008,0.014030724,0.0085970804,,0.0,0.00017019,,,,,,8.031e-07,7.428e-07,1.181e-06,,,,,,,584.6451781566
169,2023-09-16,191.5485330057,,129.456,77.671627278,,30.8007157707,34.9706703459,34.6708808427,0.0,17.2980002064,14.1388072049,13.4131664142,15.0637391844,9.12,1.974149295,3.3663103824,0.1505639155,2.232,2.4383405965,0.21562887,1.1449772556,0.088844393,0.0793600008,0.279,0.0991008,0.2697,0.0112586332,0.0216860508,0.012383508,0.0083163223,,0.0,0.0001953,,,,,,1.047e-06,9.709e-07,,,,,,,,580.5439575939
170,2023-09-17,191.5481248394,,129.456,77.3701856825,,30.4981508646,34.9706798235,33.167051618,0.0,17.298000207,14.9915817139,13.4131295769,15.0636491493,9.12,1.974149295,3.004918219,0.1509161448,2.232,2.397595028,0.19468062,1.0802827356,0.0687568088,0.0793600008,0.1174125,0.0991008,0.2976,0.0108492653,0.0206770008,0.013426596,0.0082181937,,0.0,0.00019344,,,,,,1.0521e-06,9.709e-07,,,,,,,,578.6466921459
171,2023-09-18,191.5151336182,,129.456,77.4701038662,,32.6941480372,34.9707147452,37.9114698931,0.0,17.2980002082,14.4818287503,13.4130276454,15.0638289091,9.12,1.974149295,3.4418286345,0.1509161607,2.232,2.4927068555,0.1776765,0.9753145656,0.0978578028,0.0793600008,0.2662125,0.0991008,0.2883,0.0089283062,0.0227602008,0.011894328,0.0102101047,,0.0,0.00017763,,,,,,1.0504e-06,9.709e-07,,,,,,,,585.7236513788
172,2023-09-19,191.4922945361,,129.456,76.8462317096,,32.451630557,34.9706927439,39.2001848584,-0.0,17.2980002058,14.1044748374,13.4132936473,15.0638041935,9.12,1.974149295,3.1774136901,0.1509161688,2.232,2.3990977691,0.17460006,1.0191705756,0.0707953949,0.0793600008,0.220875,0.0991008,0.3069,0.0108746108,0.0222115008,0.01317252,0.008516475,,0.0,0.00018414,,,,,,7.98e-07,7.413e-07,,,,,,,,585.3759468292
173,2023-09-20,183.3962301865,,129.456,77.3465206864,,31.8951911002,34.9705601124,36.9039286408,0.0,17.298000204,14.1484722776,13.4130137325,15.0638976878,9.12,1.974149295,3.4797233301,0.1514536895,2.232,2.4767255417,0.17420016,1.0129879356,0.3751648279,0.0793600008,0.3894375,0.0991008,0.2604,0.0097161555,0.0233461008,0.011509308,0.0159849345,,0.001302,0.00021018,,,,,,1.0487e-06,9.754e-07,,,,,,,,575.7785884117
174,2023-09-21,120.8160488645,,129.456,78.0944542534,,33.0679372789,34.9705421868,38.1837749982,0.0,17.2980002034,14.2664957751,13.4134930988,15.0639133248,9.12,1.974149295,3.4017619119,0.1518080991,2.232,2.4395917381,0.17879715,1.0115427156,0.8956794967,0.0793600008,0.402225,0.0991008,0.279,0.0096539127,0.0228485508,0.011245932,0.0084585576,,0.001302,0.00020088,,,,,,7.81e-07,9.739e-07,,,,,,,,516.9493877791
175,2023-09-22,120.9748071559,,129.456,77.6947502577,,31.9593811535,34.9707992337,36.7247556127,-0.0,17.298000201,14.1287408071,13.8023039337,15.0638820823,9.12,1.974149295,3.3281509212,0.152258532,2.232,2.4534810612,0.14631411,0.9319495956,0.6145240679,0.0793600008,0.4278,0.0991008,0.2883,0.0092104866,0.0227044008,0.010979208,0.0090554352,,0.001302,0.0001928208,,,,,,7.963e-07,9.739e-07,,,,,,,,513.9742549429
176,2023-09-23,120.942408794,,129.456,76.8685440982,,31.6927126236,34.970892949,35.9349871091,0.0,17.2980001909,14.4689586783,13.4135795855,15.0636831299,9.12,1.974149295,2.8354693674,0.152258532,2.232,2.3604207867,0.16665135,1.0020092856,0.3989954939,0.0793600008,0.1406625,0.0991008,0.3069,0.010164299,0.0208025508,0.012197136,0.0077481575,,0.001302,0.0002132808,,,,,,1.0504e-06,4.878e-07,,,,,,,,511.0301735322
177,2023-09-24,120.9274504681,,129.456,77.4898854474,,32.5777203322,34.9708597044,38.1592435053,-0.0,17.2980001986,15.2356172702,13.4137484732,15.0636454702,9.12,1.974149295,2.6989267757,0.152258532,2.232,2.3399805193,0.13117836,0.9348567756,0.2345131243,0.0793600008,0.0895125,0.0991008,0.2418,0.0105018577,0.0206444508,0.012697476,0.0087242981,,0.001302,0.0001714308,,,,,,1.0487e-06,4.803e-07,,,,,,,,514.9738505947
178,2023-09-25,120.9275937546,,129.456,77.4325671643,,34.3626398713,34.970924312,43.3567698691,-0.0,17.2980001956,28.7880482315,13.4140808536,15.0639525353,9.12,1.974149295,3.3372966762,0.152258532,2.232,2.4356407111,32.77682886,4.7687603856,0.6651408373,0.0793600008,0.3452625,0.0991008,0.186,0.0096450983,0.0243226008,0.010850124,0.0082188952,,0.001302,0.0001788708,,,,,,7.997e-07,7.248e-07,,,,,,,,573.2968944989
179,2023-09-26,120.9036476332,,129.456,77.2457375351,,32.8271061224,34.9709111024,38.8054130064,-0.0,17.2980001914,15.0290013266,13.4137067034,15.0640065265,9.12,1.974149295,3.4960196056,0.1522617147,2.232,2.4797657255,10.82209287,1.0142713356,0.6549833578,0.0793600008,0.2964375,0.0991008,0.3069,0.0089255106,0.0253921008,0.010784652,0.0082014626,,0.001302,0.0002104908,,,,,,1.0521e-06,7.383e-07,,,,,,,,527.7956903596
