resourceId,key,value
sns-resource-2e443190,BusinessUnit,SupplyChain
sns-resource-2e443190,Environment,Production
sns-resource-2e443190,CostCenter,SupplyChain-7745
sns-resource-2e443190,UseCase,Enterprise Applications
sns-resource-2e443190,AutoShutdown,nights
sns-resource-2e443190,DataClassification,internal
sns-resource-2e443190,Compliance:GDPR,out-of-scope
sns-resource-2e443190,Compliance:SOX,in-scope
sns-resource-2e443190,ManagedBy,CloudOps
sns-resource-2e443190,OptimizationPriority,availability
sns-resource-2e443190,ScheduledDowntime,weekends
sns-resource-2e443190,Rightsizing,oversized
sns-resource-2e443190,ServiceTier,sns-enterprise
sns-resource-2e443190,CostAllocation,Direct
sns-resource-2e443190,ChargebackEntity,SupplyChain
sns-resource-2e443190,ShowbackCategory,Production
sns-resource-d1de1ab3,Name,GlobalECommerceInfrastructure-SNS
sns-resource-d1de1ab3,Project,GlobalECommerceInfrastructure
sns-resource-d1de1ab3,BusinessUnit,SupplyChain
sns-resource-d1de1ab3,Environment,Production
sns-resource-d1de1ab3,CostCenter,SupplyChain-9785
sns-resource-d1de1ab3,UseCase,Enterprise Applications
sns-resource-d1de1ab3,BackupFrequency,daily
sns-resource-d1de1ab3,Version,1.0
sns-resource-d1de1ab3,Owner,sre-team@example.com
sns-resource-d1de1ab3,Compliance:SOX,out-of-scope
sns-resource-d1de1ab3,AutoScaling,disabled
sns-resource-d1de1ab3,CreatedBy,CLI
sns-resource-d1de1ab3,OptimizationPriority,availability
sns-resource-d1de1ab3,ServiceTier,sns-enterprise
sns-resource-d1de1ab3,Team,Application
sns-resource-d1de1ab3,CostAllocation,Direct
sns-resource-d1de1ab3,ChargebackEntity,SupplyChain
sns-resource-d1de1ab3,ShowbackCategory,Production
sns-resource-f5a24061,Name,GlobalECommerceInfrastructure-SNS
sns-resource-f5a24061,Project,GlobalECommerceInfrastructure
sns-resource-f5a24061,BusinessUnit,SupplyChain
sns-resource-f5a24061,Environment,Production
sns-resource-f5a24061,CostCenter,SupplyChain-6967
sns-resource-f5a24061,UseCase,Enterprise Applications
sns-resource-f5a24061,Version,beta
sns-resource-f5a24061,SecurityLevel,high
sns-resource-f5a24061,Compliance:SOX,out-of-scope
sns-resource-f5a24061,Compliance:GDPR,out-of-scope
sns-resource-f5a24061,DeploymentGroup,green
sns-resource-f5a24061,ManagedBy,Platform
sns-resource-f5a24061,ScheduledDowntime,never
sns-resource-f5a24061,OptimizationPriority,balanced
sns-resource-f5a24061,BudgetAlert,low
sns-resource-f5a24061,ServiceTier,sns-premium
sns-resource-f5a24061,Team,Analytics
sns-resource-f5a24061,CostAllocation,Direct
sns-resource-f5a24061,ChargebackEntity,SupplyChain
sns-resource-f5a24061,ShowbackCategory,Production
kms-resource-75d0ba5d,Name,GlobalECommerceInfrastructure-KMS
kms-resource-75d0ba5d,Project,GlobalECommerceInfrastructure
kms-resource-75d0ba5d,BusinessUnit,SupplyChain
kms-resource-75d0ba5d,Environment,Production
kms-resource-75d0ba5d,CostCenter,SupplyChain-8449
kms-resource-75d0ba5d,UseCase,Enterprise Applications
kms-resource-75d0ba5d,Version,latest
kms-resource-75d0ba5d,Owner,john.doe@example.com
kms-resource-75d0ba5d,Compliance:SOX,in-scope
kms-resource-75d0ba5d,Compliance:PCI,in-scope
kms-resource-75d0ba5d,CreatedBy,CloudFormation
kms-resource-75d0ba5d,ManagedBy,CloudOps
kms-resource-75d0ba5d,Rightsizing,pending-review
kms-resource-75d0ba5d,OptimizationPriority,performance
kms-resource-75d0ba5d,ServiceTier,kms-standard
kms-resource-75d0ba5d,Team,Application
kms-resource-75d0ba5d,CostAllocation,Shared
kms-resource-75d0ba5d,AllocationMethod,equal
kms-resource-75d0ba5d,ChargebackEntity,SupplyChain
kms-resource-75d0ba5d,ShowbackCategory,Production
kms-resource-97c046c3,Name,GlobalECommerceInfrastructure-KMS
kms-resource-97c046c3,Project,GlobalECommerceInfrastructure
kms-resource-97c046c3,BusinessUnit,SupplyChain
kms-resource-97c046c3,Environment,Production
kms-resource-97c046c3,CostCenter,SupplyChain-8619
kms-resource-97c046c3,UseCase,Enterprise Applications
kms-resource-97c046c3,BackupFrequency,weekly
kms-resource-97c046c3,Owner,john.doe@example.com
kms-resource-97c046c3,Compliance:SOX,out-of-scope
kms-resource-97c046c3,SecurityLevel,critical
kms-resource-97c046c3,ManagedBy,CloudOps
kms-resource-97c046c3,Rightsizing,oversized
kms-resource-97c046c3,OptimizationPriority,cost
kms-resource-97c046c3,AllowSpotInstance,true
kms-resource-97c046c3,ServiceTier,kms-enterprise
kms-resource-97c046c3,CostAllocation,Shared
kms-resource-97c046c3,AllocationMethod,equal
kms-resource-97c046c3,ChargebackEntity,SupplyChain
kms-resource-97c046c3,ShowbackCategory,Production
kms-resource-a9c61439,Name,GlobalECommerceInfrastructure-KMS
kms-resource-a9c61439,Project,GlobalECommerceInfrastructure
kms-resource-a9c61439,BusinessUnit,SupplyChain
kms-resource-a9c61439,Environment,Production
kms-resource-a9c61439,CostCenter,SupplyChain-2129
kms-resource-a9c61439,UseCase,Enterprise Applications
kms-resource-a9c61439,AutoShutdown,nights
kms-resource-a9c61439,Version,beta
kms-resource-a9c61439,Department,Engineering
kms-resource-a9c61439,ComplianceStatus,exempted
kms-resource-a9c61439,DeploymentGroup,main
kms-resource-a9c61439,AutoScaling,disabled
kms-resource-a9c61439,Rightsizing,oversized
kms-resource-a9c61439,BudgetAlert,medium
kms-resource-a9c61439,Team,Security
kms-resource-a9c61439,CostAllocation,Shared
kms-resource-a9c61439,AllocationMethod,equal
kms-resource-a9c61439,ChargebackEntity,SupplyChain
kms-resource-a9c61439,ShowbackCategory,Production
waf-resource-dee72a1e,Name,GlobalECommerceInfrastructure-WAF
waf-resource-dee72a1e,Project,GlobalECommerceInfrastructure
waf-resource-dee72a1e,BusinessUnit,SupplyChain
waf-resource-dee72a1e,Environment,Production
waf-resource-dee72a1e,CostCenter,SupplyChain-2229
waf-resource-dee72a1e,UseCase,Enterprise Applications
waf-resource-dee72a1e,BackupFrequency,monthly
waf-resource-dee72a1e,Compliance:HIPAA,not-required
waf-resource-dee72a1e,Compliance:PCI,out-of-scope
waf-resource-dee72a1e,AutoScaling,enabled
waf-resource-dee72a1e,CreatedBy,Ansible
waf-resource-dee72a1e,Rightsizing,optimized
waf-resource-dee72a1e,OptimizationPriority,performance
waf-resource-dee72a1e,ScheduledDowntime,nights
waf-resource-dee72a1e,CostAllocation,Shared
waf-resource-dee72a1e,AllocationMethod,equal
waf-resource-dee72a1e,ChargebackEntity,SupplyChain
waf-resource-dee72a1e,ShowbackCategory,Production
waf-resource-600998fc,Name,GlobalECommerceInfrastructure-WAF
waf-resource-600998fc,Project,GlobalECommerceInfrastructure
waf-resource-600998fc,BusinessUnit,SupplyChain
waf-resource-600998fc,Environment,Production
waf-resource-600998fc,CostCenter,SupplyChain-2169
waf-resource-600998fc,UseCase,Enterprise Applications
waf-resource-600998fc,Department,Research
waf-resource-600998fc,Compliance:SOX,out-of-scope
waf-resource-600998fc,Compliance:GDPR,out-of-scope
waf-resource-600998fc,AutoScaling,enabled
waf-resource-600998fc,CreatedBy,Console
waf-resource-600998fc,BudgetAlert,low
waf-resource-600998fc,Rightsizing,optimized
waf-resource-600998fc,ServiceTier,waf-standard
waf-resource-600998fc,CostAllocation,Shared
waf-resource-600998fc,AllocationMethod,equal
waf-resource-600998fc,ChargebackEntity,SupplyChain
waf-resource-600998fc,ShowbackCategory,Production
waf-resource-ee8ac037,Name,GlobalECommerceInfrastructure-WAF
waf-resource-ee8ac037,Project,GlobalECommerceInfrastructure
waf-resource-ee8ac037,BusinessUnit,SupplyChain
waf-resource-ee8ac037,Environment,Production
waf-resource-ee8ac037,CostCenter,SupplyChain-5415
waf-resource-ee8ac037,UseCase,Enterprise Applications
waf-resource-ee8ac037,DataClassification,internal
waf-resource-ee8ac037,AutoShutdown,nights
waf-resource-ee8ac037,Version,beta
waf-resource-ee8ac037,Department,IT
waf-resource-ee8ac037,Compliance:GDPR,out-of-scope
waf-resource-ee8ac037,AutoScaling,disabled
waf-resource-ee8ac037,IaC,true
waf-resource-ee8ac037,OptimizationPriority,balanced
waf-resource-ee8ac037,BudgetAlert,high
waf-resource-ee8ac037,Rightsizing,exempt
waf-resource-ee8ac037,Team,Security
waf-resource-ee8ac037,CostAllocation,Shared
waf-resource-ee8ac037,AllocationMethod,equal
waf-resource-ee8ac037,ChargebackEntity,SupplyChain
waf-resource-ee8ac037,ShowbackCategory,Production
dynamodb-table-19e1b727,Name,GlobalECommerceInfrastructure-DynamoDB
dynamodb-table-19e1b727,Project,GlobalECommerceInfrastructure
dynamodb-table-19e1b727,BusinessUnit,SupplyChain
dynamodb-table-19e1b727,Environment,Production
dynamodb-table-19e1b727,CostCenter,SupplyChain-5719
dynamodb-table-19e1b727,UseCase,Enterprise Applications
dynamodb-table-19e1b727,BackupFrequency,hourly
dynamodb-table-19e1b727,Owner,john.doe@example.com
dynamodb-table-19e1b727,SecurityLevel,low
dynamodb-table-19e1b727,Compliance:GDPR,in-scope
dynamodb-table-19e1b727,CreatedBy,Console
dynamodb-table-19e1b727,AllowSpotInstance,false
dynamodb-table-19e1b727,OptimizationPriority,availability
dynamodb-table-19e1b727,ScheduledDowntime,custom
dynamodb-table-19e1b727,TTL,disabled
dynamodb-table-19e1b727,TableClass,Standard
dynamodb-table-19e1b727,BillingMode,PROVISIONED
dynamodb-table-19e1b727,BackupPlan,daily
dynamodb-table-19e1b727,ServiceTier,dynamodb-enterprise
dynamodb-table-19e1b727,Team,DataEngineering
dynamodb-table-19e1b727,CostAllocation,Shared
dynamodb-table-19e1b727,AllocationMethod,direct
dynamodb-table-19e1b727,ChargebackEntity,SupplyChain
dynamodb-table-19e1b727,ShowbackCategory,Production
dynamodb-table-d28902d3,Name,GlobalECommerceInfrastructure-DynamoDB
dynamodb-table-d28902d3,Project,GlobalECommerceInfrastructure
dynamodb-table-d28902d3,BusinessUnit,SupplyChain
dynamodb-table-d28902d3,Environment,Production
dynamodb-table-d28902d3,CostCenter,SupplyChain-1042
dynamodb-table-d28902d3,UseCase,Enterprise Applications
dynamodb-table-d28902d3,AutoShutdown,nights
dynamodb-table-d28902d3,BackupFrequency,weekly
dynamodb-table-d28902d3,Owner,cloud-admin@example.com
dynamodb-table-d28902d3,Compliance:GDPR,in-scope
dynamodb-table-d28902d3,ComplianceStatus,under-review
dynamodb-table-d28902d3,Compliance:SOX,in-scope
dynamodb-table-d28902d3,Compliance:HIPAA,not-required
dynamodb-table-d28902d3,CreatedBy,SDK
dynamodb-table-d28902d3,IaC,false
dynamodb-table-d28902d3,ScheduledDowntime,custom
dynamodb-table-d28902d3,TTL,enabled
dynamodb-table-d28902d3,TableClass,StandardInfrequentAccess
dynamodb-table-d28902d3,CostAllocation,Shared
dynamodb-table-d28902d3,AllocationMethod,direct
dynamodb-table-d28902d3,ChargebackEntity,SupplyChain
dynamodb-table-d28902d3,ShowbackCategory,Production
dynamodb-table-e08c36ea,Name,GlobalECommerceInfrastructure-DynamoDB
dynamodb-table-e08c36ea,Project,GlobalECommerceInfrastructure
dynamodb-table-e08c36ea,BusinessUnit,SupplyChain
dynamodb-table-e08c36ea,Environment,Production
dynamodb-table-e08c36ea,CostCenter,SupplyChain-8213
dynamodb-table-e08c36ea,UseCase,Enterprise Applications
dynamodb-table-e08c36ea,DataClassification,internal
dynamodb-table-e08c36ea,Department,Operations
dynamodb-table-e08c36ea,Compliance:SOX,out-of-scope
dynamodb-table-e08c36ea,ComplianceStatus,compliant
dynamodb-table-e08c36ea,IaC,false
dynamodb-table-e08c36ea,BudgetAlert,low
dynamodb-table-e08c36ea,ScheduledDowntime,weekends
dynamodb-table-e08c36ea,BackupPlan,daily
dynamodb-table-e08c36ea,TableClass,StandardInfrequentAccess
dynamodb-table-e08c36ea,CostAllocation,Shared
dynamodb-table-e08c36ea,AllocationMethod,direct
dynamodb-table-e08c36ea,ChargebackEntity,SupplyChain
dynamodb-table-e08c36ea,ShowbackCategory,Production
lambda-function-d27d748a0c06,Name,GlobalECommerceInfrastructure-Lambda
lambda-function-d27d748a0c06,Project,GlobalECommerceInfrastructure
lambda-function-d27d748a0c06,BusinessUnit,SupplyChain
lambda-function-d27d748a0c06,Environment,Production
lambda-function-d27d748a0c06,CostCenter,SupplyChain-4770
lambda-function-d27d748a0c06,UseCase,Enterprise Applications
lambda-function-d27d748a0c06,Version,beta
lambda-function-d27d748a0c06,Requestor,team-devops@example.com
lambda-function-d27d748a0c06,Compliance:GDPR,in-scope
lambda-function-d27d748a0c06,DeploymentGroup,canary
lambda-function-d27d748a0c06,OptimizationPriority,availability
lambda-function-d27d748a0c06,AllowSpotInstance,false
lambda-function-d27d748a0c06,Rightsizing,pending-review
lambda-function-d27d748a0c06,MemorySize,512
lambda-function-d27d748a0c06,Timeout,300
lambda-function-d27d748a0c06,Team,Security
lambda-function-d27d748a0c06,CostAllocation,Direct
lambda-function-d27d748a0c06,ChargebackEntity,SupplyChain
lambda-function-d27d748a0c06,ShowbackCategory,Production
lambda-function-29ebef6fbf42,Name,GlobalECommerceInfrastructure-Lambda
lambda-function-29ebef6fbf42,Project,GlobalECommerceInfrastructure
lambda-function-29ebef6fbf42,BusinessUnit,SupplyChain
lambda-function-29ebef6fbf42,Environment,Production
lambda-function-29ebef6fbf42,CostCenter,SupplyChain-5835
lambda-function-29ebef6fbf42,UseCase,Enterprise Applications
lambda-function-29ebef6fbf42,DataClassification,confidential
lambda-function-29ebef6fbf42,AutoShutdown,true
lambda-function-29ebef6fbf42,Department,Finance
lambda-function-29ebef6fbf42,SecurityLevel,low
lambda-function-29ebef6fbf42,AutoScaling,disabled
lambda-function-29ebef6fbf42,IaC,false
lambda-function-29ebef6fbf42,BudgetAlert,low
lambda-function-29ebef6fbf42,EventSource,schedule
lambda-function-29ebef6fbf42,Runtime,dotnet6
lambda-function-29ebef6fbf42,ServiceTier,lambda-premium
lambda-function-29ebef6fbf42,CostAllocation,Direct
lambda-function-29ebef6fbf42,ChargebackEntity,SupplyChain
lambda-function-29ebef6fbf42,ShowbackCategory,Production
lambda-function-b20fbf553dfd,Name,GlobalECommerceInfrastructure-Lambda
lambda-function-b20fbf553dfd,Project,GlobalECommerceInfrastructure
lambda-function-b20fbf553dfd,BusinessUnit,SupplyChain
lambda-function-b20fbf553dfd,Environment,Production
lambda-function-b20fbf553dfd,CostCenter,SupplyChain-8606
lambda-function-b20fbf553dfd,UseCase,Enterprise Applications
lambda-function-b20fbf553dfd,BackupFrequency,weekly
lambda-function-b20fbf553dfd,Department,IT
lambda-function-b20fbf553dfd,Compliance:PCI,out-of-scope
lambda-function-b20fbf553dfd,SecurityLevel,critical
lambda-function-b20fbf553dfd,ComplianceStatus,exempted
lambda-function-b20fbf553dfd,DeploymentGroup,experiment
lambda-function-b20fbf553dfd,AutoScaling,enabled
lambda-function-b20fbf553dfd,ScheduledDowntime,weekends
lambda-function-b20fbf553dfd,EventSource,s3
lambda-function-b20fbf553dfd,MemorySize,1024
lambda-function-b20fbf553dfd,Runtime,go1.x
lambda-function-b20fbf553dfd,Timeout,60
lambda-function-b20fbf553dfd,Team,Analytics
lambda-function-b20fbf553dfd,CostAllocation,Direct
lambda-function-b20fbf553dfd,ChargebackEntity,SupplyChain
lambda-function-b20fbf553dfd,ShowbackCategory,Production
rds-instance-8b33ddff,Name,GlobalECommerceInfrastructure-RDS
rds-instance-8b33ddff,Project,GlobalECommerceInfrastructure
rds-instance-8b33ddff,BusinessUnit,SupplyChain
rds-instance-8b33ddff,Environment,Production
rds-instance-8b33ddff,CostCenter,SupplyChain-8075
rds-instance-8b33ddff,UseCase,Enterprise Applications
rds-instance-8b33ddff,BackupFrequency,none
rds-instance-8b33ddff,Compliance:GDPR,out-of-scope
rds-instance-8b33ddff,Compliance:SOX,in-scope
rds-instance-8b33ddff,IaC,false
rds-instance-8b33ddff,BudgetAlert,medium
rds-instance-8b33ddff,AllowSpotInstance,true
rds-instance-8b33ddff,Rightsizing,exempt
rds-instance-8b33ddff,Engine,oracle
rds-instance-8b33ddff,MultiAZ,false
rds-instance-8b33ddff,ServiceTier,rds-basic
rds-instance-8b33ddff,Team,SRE
rds-instance-8b33ddff,CostAllocation,Shared
rds-instance-8b33ddff,AllocationMethod,direct
rds-instance-8b33ddff,ChargebackEntity,SupplyChain
rds-instance-8b33ddff,ShowbackCategory,Production
rds-instance-e965702e,Name,GlobalECommerceInfrastructure-RDS
rds-instance-e965702e,Project,GlobalECommerceInfrastructure
rds-instance-e965702e,BusinessUnit,SupplyChain
rds-instance-e965702e,Environment,Production
rds-instance-e965702e,CostCenter,SupplyChain-1430
rds-instance-e965702e,UseCase,Enterprise Applications
rds-instance-e965702e,DataClassification,confidential
rds-instance-e965702e,Version,1.0
rds-instance-e965702e,BackupFrequency,hourly
rds-instance-e965702e,Owner,sre-team@example.com
rds-instance-e965702e,Compliance:HIPAA,required
rds-instance-e965702e,Compliance:PCI,in-scope
rds-instance-e965702e,DeploymentGroup,green
rds-instance-e965702e,ScheduledDowntime,custom
rds-instance-e965702e,Rightsizing,oversized
rds-instance-e965702e,BackupRetention,30
rds-instance-e965702e,MultiAZ,true
rds-instance-e965702e,Team,DevOps
rds-instance-e965702e,CostAllocation,Shared
rds-instance-e965702e,AllocationMethod,direct
rds-instance-e965702e,ChargebackEntity,SupplyChain
rds-instance-e965702e,ShowbackCategory,Production
rds-instance-1ad3a4f3,Name,GlobalECommerceInfrastructure-RDS
rds-instance-1ad3a4f3,Project,GlobalECommerceInfrastructure
rds-instance-1ad3a4f3,BusinessUnit,SupplyChain
rds-instance-1ad3a4f3,Environment,Production
rds-instance-1ad3a4f3,CostCenter,SupplyChain-2336
rds-instance-1ad3a4f3,UseCase,Enterprise Applications
rds-instance-1ad3a4f3,BackupFrequency,monthly
rds-instance-1ad3a4f3,AutoShutdown,weekends
rds-instance-1ad3a4f3,Owner,john.doe@example.com
rds-instance-1ad3a4f3,Compliance:SOX,out-of-scope
rds-instance-1ad3a4f3,Compliance:GDPR,out-of-scope
rds-instance-1ad3a4f3,Compliance:HIPAA,required
rds-instance-1ad3a4f3,Compliance:PCI,in-scope
rds-instance-1ad3a4f3,AutoScaling,enabled
rds-instance-1ad3a4f3,CreatedBy,CloudFormation
rds-instance-1ad3a4f3,BudgetAlert,medium
rds-instance-1ad3a4f3,OptimizationPriority,availability
rds-instance-1ad3a4f3,BackupRetention,90
rds-instance-1ad3a4f3,Engine,sqlserver
rds-instance-1ad3a4f3,DBName,dev-db
rds-instance-1ad3a4f3,ServiceTier,rds-premium
rds-instance-1ad3a4f3,Team,Analytics
rds-instance-1ad3a4f3,CostAllocation,Shared
rds-instance-1ad3a4f3,AllocationMethod,direct
rds-instance-1ad3a4f3,ChargebackEntity,SupplyChain
rds-instance-1ad3a4f3,ShowbackCategory,Production
shieldadvanced-resource-73acb48a,Name,GlobalECommerceInfrastructure-ShieldAdvanced
shieldadvanced-resource-73acb48a,Project,GlobalECommerceInfrastructure
shieldadvanced-resource-73acb48a,BusinessUnit,SupplyChain
shieldadvanced-resource-73acb48a,Environment,Production
shieldadvanced-resource-73acb48a,CostCenter,SupplyChain-1672
shieldadvanced-resource-73acb48a,UseCase,Enterprise Applications
shieldadvanced-resource-73acb48a,Department,IT
shieldadvanced-resource-73acb48a,Compliance:SOX,in-scope
shieldadvanced-resource-73acb48a,Compliance:HIPAA,required
shieldadvanced-resource-73acb48a,ManagedBy,Platform
shieldadvanced-resource-73acb48a,AutoScaling,enabled
shieldadvanced-resource-73acb48a,BudgetAlert,exempt
shieldadvanced-resource-73acb48a,Rightsizing,exempt
shieldadvanced-resource-73acb48a,OptimizationPriority,availability
shieldadvanced-resource-73acb48a,ServiceTier,shieldadvanced-standard
shieldadvanced-resource-73acb48a,CostAllocation,Direct
shieldadvanced-resource-73acb48a,ChargebackEntity,SupplyChain
shieldadvanced-resource-73acb48a,ShowbackCategory,Production
shieldadvanced-resource-b42f16fa,Name,GlobalECommerceInfrastructure-ShieldAdvanced
shieldadvanced-resource-b42f16fa,Project,GlobalECommerceInfrastructure
shieldadvanced-resource-b42f16fa,BusinessUnit,SupplyChain
shieldadvanced-resource-b42f16fa,Environment,Production
shieldadvanced-resource-b42f16fa,CostCenter,SupplyChain-6482
shieldadvanced-resource-b42f16fa,UseCase,Enterprise Applications
shieldadvanced-resource-b42f16fa,Version,beta
shieldadvanced-resource-b42f16fa,Requestor,jane.smith@example.com
shieldadvanced-resource-b42f16fa,Owner,team-devops@example.com
shieldadvanced-resource-b42f16fa,Compliance:HIPAA,required
shieldadvanced-resource-b42f16fa,IaC,false
shieldadvanced-resource-b42f16fa,DeploymentGroup,green
shieldadvanced-resource-b42f16fa,Rightsizing,oversized
shieldadvanced-resource-b42f16fa,AllowSpotInstance,false
shieldadvanced-resource-b42f16fa,ServiceTier,shieldadvanced-basic
shieldadvanced-resource-b42f16fa,CostAllocation,Direct
shieldadvanced-resource-b42f16fa,ChargebackEntity,SupplyChain
shieldadvanced-resource-b42f16fa,ShowbackCategory,Production
shieldadvanced-resource-d0c85057,Name,GlobalECommerceInfrastructure-ShieldAdvanced
shieldadvanced-resource-d0c85057,Project,GlobalECommerceInfrastructure
shieldadvanced-resource-d0c85057,BusinessUnit,SupplyChain
shieldadvanced-resource-d0c85057,Environment,Production
shieldadvanced-resource-d0c85057,CostCenter,SupplyChain-9624
shieldadvanced-resource-d0c85057,UseCase,Enterprise Applications
shieldadvanced-resource-d0c85057,Version,3.0
shieldadvanced-resource-d0c85057,Requestor,team-devops@example.com
shieldadvanced-resource-d0c85057,Compliance:GDPR,in-scope
shieldadvanced-resource-d0c85057,Compliance:PCI,in-scope
shieldadvanced-resource-d0c85057,SecurityLevel,low
shieldadvanced-resource-d0c85057,IaC,true
shieldadvanced-resource-d0c85057,CreatedBy,SDK
shieldadvanced-resource-d0c85057,BudgetAlert,medium
shieldadvanced-resource-d0c85057,ServiceTier,shieldadvanced-premium
shieldadvanced-resource-d0c85057,Team,Infrastructure
shieldadvanced-resource-d0c85057,CostAllocation,Direct
shieldadvanced-resource-d0c85057,ChargebackEntity,SupplyChain
shieldadvanced-resource-d0c85057,ShowbackCategory,Production
dynamodb-table-c900d161,Name,OmniChannelCustomerExperience-DynamoDB
dynamodb-table-c900d161,Project,OmniChannelCustomerExperience
dynamodb-table-c900d161,BusinessUnit,SoftwareSolutions
dynamodb-table-c900d161,Environment,Production
dynamodb-table-c900d161,CostCenter,SoftwareSolutions-1434
dynamodb-table-c900d161,UseCase,Enterprise Applications
dynamodb-table-c900d161,AutoShutdown,true
dynamodb-table-c900d161,BackupFrequency,hourly
dynamodb-table-c900d161,Version,beta
dynamodb-table-c900d161,Department,Finance
dynamodb-table-c900d161,Compliance:SOX,in-scope
dynamodb-table-c900d161,Compliance:PCI,in-scope
dynamodb-table-c900d161,SecurityLevel,critical
dynamodb-table-c900d161,Compliance:GDPR,in-scope
dynamodb-table-c900d161,IaC,false
dynamodb-table-c900d161,DeploymentGroup,blue
dynamodb-table-c900d161,ScheduledDowntime,weekends
dynamodb-table-c900d161,TableClass,Standard
dynamodb-table-c900d161,BackupPlan,daily
dynamodb-table-c900d161,BillingMode,PROVISIONED
dynamodb-table-c900d161,TTL,enabled
dynamodb-table-c900d161,ServiceTier,dynamodb-standard
dynamodb-table-c900d161,CostAllocation,Shared
dynamodb-table-c900d161,AllocationMethod,direct
dynamodb-table-c900d161,ChargebackEntity,SoftwareSolutions
dynamodb-table-c900d161,ShowbackCategory,Production
dynamodb-table-a5b03788,Name,OmniChannelCustomerExperience-DynamoDB
dynamodb-table-a5b03788,Project,OmniChannelCustomerExperience
dynamodb-table-a5b03788,BusinessUnit,SoftwareSolutions
dynamodb-table-a5b03788,Environment,Production
dynamodb-table-a5b03788,CostCenter,SoftwareSolutions-2654
dynamodb-table-a5b03788,UseCase,Enterprise Applications
dynamodb-table-a5b03788,Version,2.0
dynamodb-table-a5b03788,DataClassification,confidential
dynamodb-table-a5b03788,Requestor,project-manager@example.com
dynamodb-table-a5b03788,ComplianceStatus,non-compliant
dynamodb-table-a5b03788,Compliance:PCI,out-of-scope
dynamodb-table-a5b03788,SecurityLevel,critical
dynamodb-table-a5b03788,IaC,false
dynamodb-table-a5b03788,ManagedBy,CloudOps
dynamodb-table-a5b03788,OptimizationPriority,cost
dynamodb-table-a5b03788,TTL,enabled
dynamodb-table-a5b03788,BillingMode,PAY_PER_REQUEST
dynamodb-table-a5b03788,TableClass,Standard
dynamodb-table-a5b03788,ServiceTier,dynamodb-enterprise
dynamodb-table-a5b03788,CostAllocation,Shared
dynamodb-table-a5b03788,AllocationMethod,direct
dynamodb-table-a5b03788,ChargebackEntity,SoftwareSolutions
dynamodb-table-a5b03788,ShowbackCategory,Production
dynamodb-table-5b1a7b9f,Name,OmniChannelCustomerExperience-DynamoDB
dynamodb-table-5b1a7b9f,Project,OmniChannelCustomerExperience
dynamodb-table-5b1a7b9f,BusinessUnit,SoftwareSolutions
dynamodb-table-5b1a7b9f,Environment,Production
dynamodb-table-5b1a7b9f,CostCenter,SoftwareSolutions-8517
dynamodb-table-5b1a7b9f,UseCase,Enterprise Applications
dynamodb-table-5b1a7b9f,BackupFrequency,none
dynamodb-table-5b1a7b9f,Owner,sre-team@example.com
dynamodb-table-5b1a7b9f,SecurityLevel,high
dynamodb-table-5b1a7b9f,Compliance:GDPR,in-scope
dynamodb-table-5b1a7b9f,ManagedBy,Manual
dynamodb-table-5b1a7b9f,ScheduledDowntime,weekends
dynamodb-table-5b1a7b9f,AllowSpotInstance,true
dynamodb-table-5b1a7b9f,Rightsizing,pending-review
dynamodb-table-5b1a7b9f,TableClass,StandardInfrequentAccess
dynamodb-table-5b1a7b9f,BillingMode,PROVISIONED
dynamodb-table-5b1a7b9f,BackupPlan,daily
dynamodb-table-5b1a7b9f,TTL,disabled
dynamodb-table-5b1a7b9f,ServiceTier,dynamodb-basic
dynamodb-table-5b1a7b9f,Team,SRE
dynamodb-table-5b1a7b9f,CostAllocation,Shared
dynamodb-table-5b1a7b9f,AllocationMethod,direct
dynamodb-table-5b1a7b9f,ChargebackEntity,SoftwareSolutions
dynamodb-table-5b1a7b9f,ShowbackCategory,Production
i-593955b7,Name,OmniChannelCustomerExperience-EC2
i-593955b7,Project,OmniChannelCustomerExperience
i-593955b7,BusinessUnit,SoftwareSolutions
i-593955b7,Environment,Production
i-593955b7,CostCenter,SoftwareSolutions-7570
i-593955b7,UseCase,Enterprise Applications
i-593955b7,Version,latest
i-593955b7,Compliance:GDPR,out-of-scope
i-593955b7,SecurityLevel,medium
i-593955b7,ManagedBy,SRE
i-593955b7,OptimizationPriority,cost
i-593955b7,AllowSpotInstance,false
i-593955b7,InstanceType,m5.2xlarge
i-593955b7,ServiceTier,ec2-premium
i-593955b7,Team,Platform
i-593955b7,CostAllocation,Direct
i-593955b7,ChargebackEntity,SoftwareSolutions
i-593955b7,ShowbackCategory,Production
i-ffb2d9ff,Name,OmniChannelCustomerExperience-EC2
i-ffb2d9ff,Project,OmniChannelCustomerExperience
i-ffb2d9ff,BusinessUnit,SoftwareSolutions
i-ffb2d9ff,Environment,Production
i-ffb2d9ff,CostCenter,SoftwareSolutions-2122
i-ffb2d9ff,UseCase,Enterprise Applications
i-ffb2d9ff,BackupFrequency,none
i-ffb2d9ff,Owner,john.doe@example.com
i-ffb2d9ff,SecurityLevel,high
i-ffb2d9ff,Compliance:HIPAA,not-required
i-ffb2d9ff,Compliance:GDPR,in-scope
i-ffb2d9ff,IaC,true
i-ffb2d9ff,BudgetAlert,medium
i-ffb2d9ff,ScheduledDowntime,never
i-ffb2d9ff,AutoShutdown,true
